side,signal_time,entry_time,exit_time,entry,exit,exit_reason,gross_return,funding_return,cost_return,net_return,initial_risk_return,result_r,mae_r,mfe_r
long,2021-01-04T05:00:00+00:00,2021-01-04T06:00:00+00:00,2021-01-04T06:00:00+00:00,1086.48,1160.6175,take,0.06823641484426779,0.0,0.0005,0.06773641484426779,0.05117731113320077,1.3235633788568557,-0.10179283988085451,1.5729331759680782
long,2021-01-04T07:00:00+00:00,2021-01-04T08:00:00+00:00,2021-01-04T09:00:00+00:00,1052.05,986.494375,stop,-0.06231227127988215,-0.00375,0.0005,-0.06656227127988215,0.06231227127988213,-1.068204864189763,-2.098980827350817,0.5125418299345037
long,2021-01-04T12:00:00+00:00,2021-01-04T13:00:00+00:00,2021-01-05T00:00:00+00:00,1020.19,1137.45,take,0.11493937403816945,-0.00085432,0.0005,0.11358505403816944,0.08620453052862702,1.3176227901438409,-0.4959918130649839,1.350048325658081
long,2021-01-05T01:00:00+00:00,2021-01-05T02:00:00+00:00,2021-01-05T03:00:00+00:00,1118.35,1031.8649999999998,stop,-0.07733267760540097,0.0,0.0005,-0.07783267760540097,0.07733267760540084,-1.0064655720645215,-1.4263745158119892,0.019078452910910353
long,2021-01-09T11:00:00+00:00,2021-01-09T12:00:00+00:00,2021-01-09T21:00:00+00:00,1223.0,1298.7466666666667,take,0.061935132188607245,-0.00156908,0.0005,0.059866052188607244,0.04645134914145544,1.2887903859649121,-0.4787889456081674,1.4064425277239927
long,2021-01-09T23:00:00+00:00,2021-01-10T00:00:00+00:00,2021-01-10T01:00:00+00:00,1279.96,1336.7658333333334,take,0.04438094419617289,-0.00340522,0.0005,0.04047572419617289,0.03328570814712958,1.2160091056877018,0.0,1.4423401352560665
long,2021-01-10T13:00:00+00:00,2021-01-10T14:00:00+00:00,2021-01-10T17:00:00+00:00,1312.01,1262.709375,stop,-0.037576409478586315,-0.00126049,0.0005,-0.03933689947858632,0.03757640947858631,-1.046850937181831,-1.24765152571595,0.3446203775307137
long,2021-01-11T23:00:00+00:00,2021-01-12T00:00:00+00:00,2021-01-13T00:00:00+00:00,1086.84,991.69,time,-0.0875473850796804,-0.00055084,0.0005,-0.0885982250796804,0.09217490614993924,-0.9611968026911716,-0.9945160867693569,0.6617130522125956
long,2021-01-13T07:00:00+00:00,2021-01-13T08:00:00+00:00,2021-01-14T07:00:00+00:00,1076.81,1152.905,take,0.07066706289874736,-0.0006664399999999999,0.0005,0.06950062289874735,0.05300029717406043,1.3113251548476708,-0.5479116017259118,1.539303940250126
long,2021-01-16T08:00:00+00:00,2021-01-16T09:00:00+00:00,2021-01-16T16:00:00+00:00,1218.43,1285.9991666666667,take,0.05545592825740231,-0.00152456,0.0005,0.05343136825740231,0.0415919461930517,1.2846566017708614,-0.5610053895391159,1.5462674050047471
long,2021-01-17T15:00:00+00:00,2021-01-17T16:00:00+00:00,2021-01-18T03:00:00+00:00,1243.0,1193.290625,stop,-0.039991452131938776,-0.00109082,0.0005,-0.041582272131938776,0.039991452131938866,-1.0397790006412249,-1.2029923932859747,0.5890237002577496
long,2021-01-20T00:00:00+00:00,2021-01-20T01:00:00+00:00,2021-01-20T03:00:00+00:00,1407.7,1347.7350000000001,stop,-0.042597854656531875,0.0,0.0005,-0.043097854656531875,0.04259785465653193,-1.011737680313515,-1.1209872425581604,0.03835570749603819
long,2021-01-20T23:00:00+00:00,2021-01-21T00:00:00+00:00,2021-01-21T02:00:00+00:00,1379.23,1316.8456250000002,stop,-0.0452313065986093,-0.00034937,0.0005,-0.0460806765986093,0.045231306598609335,-1.0187783653374736,-1.0295847317537465,0.1886690377197818
